,workflow,cpv_increase,cost_increase
0,pegasus-instances/cycles/chameleon-cloud/cycles-chameleon-2l-2c-9p-001.json,1.0000261067719505,1.008265358153924
1,pegasus-instances/cycles/chameleon-cloud/cycles-chameleon-5l-3c-9p-001.json,1.000473754432422,1.0011949704766372
2,pegasus-instances/cycles/chameleon-cloud/cycles-chameleon-2l-1c-9p-001.json,1.0009038619556285,1.0018992771124562
3,pegasus-instances/cycles/chameleon-cloud/cycles-chameleon-2l-3c-9p-001.json,1.0035712066449238,1.00678618282633
4,pegasus-instances/cycles/chameleon-cloud/cycles-chameleon-10l-1c-9p-001.json,1.004924035360876,1.0000000000000004
5,pegasus-instances/cycles/chameleon-cloud/cycles-chameleon-2l-1c-12p-001.json,1.0052579735606744,1.0029360721734248
6,pegasus-instances/cycles/chameleon-cloud/cycles-chameleon-5l-1c-9p-001.json,1.009324499662742,1.0013499541021846
7,pegasus-instances/cycles/chameleon-cloud/cycles-chameleon-1l-2c-9p-001.json,1.0125665045533179,1.001171743789542
